GEOID,NAME,ST,variable,value
1916635,Corydon,Iowa,P001001,1585
1916725,Cotter,Iowa,P001001,48
1916815,Coulter,Iowa,P001001,281
1916860,Council Bluffs,Iowa,P001001,62230
1916950,Craig,Iowa,P001001,89
1917130,Crawfordsville,Iowa,P001001,264
1917175,Crescent,Iowa,P001001,617
1917220,Cresco,Iowa,P001001,3868
1917265,Creston,Iowa,P001001,7834
1917490,Cromwell,Iowa,P001001,107
1917670,Crystal Lake,Iowa,P001001,250
1917760,Cumberland,Iowa,P001001,262
1917850,Cumming,Iowa,P001001,351
1917895,Curlew,Iowa,P001001,58
1917940,Cushing,Iowa,P001001,220
1917985,Cylinder,Iowa,P001001,88
1918075,Dakota City,Iowa,P001001,843
1918255,Dallas Center,Iowa,P001001,1623
1918345,Dana,Iowa,P001001,71
1918390,Danbury,Iowa,P001001,348
1918435,Danville,Iowa,P001001,934
1919000,Davenport,Iowa,P001001,99685
1919090,Davis City,Iowa,P001001,204
1919135,Dawson,Iowa,P001001,131
1919180,Dayton,Iowa,P001001,837
1919360,Decatur City,Iowa,P001001,197
1919405,Decorah,Iowa,P001001,8127
1919450,Dedham,Iowa,P001001,266
1919495,Deep River,Iowa,P001001,279
1919585,Defiance,Iowa,P001001,284
1919630,Delaware,Iowa,P001001,159
1919675,Delhi,Iowa,P001001,460
1919720,Delmar,Iowa,P001001,525
1919765,Deloit,Iowa,P001001,264
1919810,Delphos,Iowa,P001001,25
1919855,Delta,Iowa,P001001,328
1919945,Denison,Iowa,P001001,8298
1919990,Denmark,Iowa,P001001,423
1920035,Denver,Iowa,P001001,1780
1920125,Derby,Iowa,P001001,115
1921000,Des Moines,Iowa,P001001,203433
1921045,De Soto,Iowa,P001001,1050
1921180,De Witt,Iowa,P001001,5322
1921225,Dexter,Iowa,P001001,611
1921270,Diagonal,Iowa,P001001,330
1921320,Diamondhead Lake,Iowa,P001001,366
1921360,Dickens,Iowa,P001001,185
1921405,Dike,Iowa,P001001,1209
1921540,Dixon,Iowa,P001001,247
1921675,Dolliver,Iowa,P001001,66
1921720,Donahue,Iowa,P001001,346
1921810,Donnellson,Iowa,P001001,912
1921900,Doon,Iowa,P001001,577
1922035,Douds,Iowa,P001001,152
1922080,Dougherty,Iowa,P001001,58
1922215,Dow City,Iowa,P001001,510
1922305,Dows,Iowa,P001001,538
1922350,Drakesville,Iowa,P001001,184
1922395,Dubuque,Iowa,P001001,57637
1922620,Dumont,Iowa,P001001,637
1922710,Duncan,Iowa,P001001,131
1922755,Duncombe,Iowa,P001001,410
1922800,Dundee,Iowa,P001001,174
1922845,Dunkerton,Iowa,P001001,852
1922890,Dunlap,Iowa,P001001,1042
1922935,Durango,Iowa,P001001,22
1922980,Durant,Iowa,P001001,1832
1923115,Dyersville,Iowa,P001001,4058
1923160,Dysart,Iowa,P001001,1379
1923250,Eagle Grove,Iowa,P001001,3583
1923340,Earlham,Iowa,P001001,1450
1923385,Earling,Iowa,P001001,437
1923430,Earlville,Iowa,P001001,812
1923475,Early,Iowa,P001001,557
1923520,East Amana,Iowa,P001001,56
1923790,East Peru,Iowa,P001001,125
1923970,Eddyville,Iowa,P001001,1024
1924060,Edgewood,Iowa,P001001,864
1924375,Elberon,Iowa,P001001,196
1924420,Eldon,Iowa,P001001,927
1924465,Eldora,Iowa,P001001,2732
1924600,Eldridge,Iowa,P001001,5651
1924645,Elgin,Iowa,P001001,683
1924690,Elkader,Iowa,P001001,1273
1924735,Elkhart,Iowa,P001001,683
1924780,Elk Horn,Iowa,P001001,662
1924825,Elkport,Iowa,P001001,37
1924870,Elk Run Heights,Iowa,P001001,1117
1924915,Elliott,Iowa,P001001,350
1925005,Ellston,Iowa,P001001,43
1925050,Ellsworth,Iowa,P001001,531
1925095,Elma,Iowa,P001001,546
1925365,Ely,Iowa,P001001,1776
1925500,Emerson,Iowa,P001001,438
1925590,Emmetsburg,Iowa,P001001,3904
1925725,Epworth,Iowa,P001001,1860
1925815,Essex,Iowa,P001001,798
1925860,Estherville,Iowa,P001001,6360
1925995,Evansdale,Iowa,P001001,4751
1926175,Everly,Iowa,P001001,603
1926265,Exira,Iowa,P001001,840
1926310,Exline,Iowa,P001001,160
1926355,Fairbank,Iowa,P001001,1113
1926400,Fairfax,Iowa,P001001,2123
1926445,Fairfield,Iowa,P001001,9464
1926760,Farley,Iowa,P001001,1537
1926850,Farmersburg,Iowa,P001001,302
1926895,Farmington,Iowa,P001001,664
1926940,Farnhamville,Iowa,P001001,371
1926985,Farragut,Iowa,P001001,485
1927165,Fayette,Iowa,P001001,1338
1927210,Fenton,Iowa,P001001,279
1927255,Ferguson,Iowa,P001001,126
1927390,Fertile,Iowa,P001001,370
1927975,Floris,Iowa,P001001,138
1928020,Floyd,Iowa,P001001,335
1928245,Fonda,Iowa,P001001,631
1928290,Fontanelle,Iowa,P001001,672
1928380,Forest City,Iowa,P001001,4151
1928425,Fort Atkinson,Iowa,P001001,349
1928515,Fort Dodge,Iowa,P001001,25206
1928605,Fort Madison,Iowa,P001001,11051
1928650,Fostoria,Iowa,P001001,231
1928740,Franklin,Iowa,P001001,143
1928920,Fraser,Iowa,P001001,102
1928965,Fredericksburg,Iowa,P001001,931
1929010,Frederika,Iowa,P001001,183
1929055,Fredonia,Iowa,P001001,244
1929190,Fremont,Iowa,P001001,743
1929280,Fruitland,Iowa,P001001,977
1929325,Frytown,Iowa,P001001,165
1929550,Galt,Iowa,P001001,32
1929595,Galva,Iowa,P001001,434
1929685,Garber,Iowa,P001001,88
1929730,Garden City,Iowa,P001001,89
1929775,Garden Grove,Iowa,P001001,211
1929910,Garnavillo,Iowa,P001001,745
1929955,Garner,Iowa,P001001,3129
1930000,Garrison,Iowa,P001001,371
1930045,Garwin,Iowa,P001001,527
1930135,Geneva,Iowa,P001001,165
1930225,George,Iowa,P001001,1080
1930540,Gibson,Iowa,P001001,61
1930630,Gilbert,Iowa,P001001,1082
1930675,Gilbertville,Iowa,P001001,712
1930810,Gillett Grove,Iowa,P001001,49
1930900,Gilman,Iowa,P001001,509
1930945,Gilmore City,Iowa,P001001,504
1931035,Gladbrook,Iowa,P001001,945
1931350,Glenwood,Iowa,P001001,5269
1931395,Glidden,Iowa,P001001,1146
1931530,Goldfield,Iowa,P001001,635
1931575,Goodell,Iowa,P001001,139
1931665,Goose Lake,Iowa,P001001,240
1931710,Gowrie,Iowa,P001001,1037
1931800,Graettinger,Iowa,P001001,844
1931845,Graf,Iowa,P001001,79
1931890,Grafton,Iowa,P001001,252
1931980,Grand Junction,Iowa,P001001,824
1932025,Grand Mound,Iowa,P001001,642
1932070,Grand River,Iowa,P001001,236
1932115,Grandview,Iowa,P001001,556
1932160,Granger,Iowa,P001001,1244
1932295,Grant,Iowa,P001001,92
1932475,Granville,Iowa,P001001,312
1932520,Gravity,Iowa,P001001,188
1932565,Gray,Iowa,P001001,63
1932610,Greeley,Iowa,P001001,256
1932745,Greene,Iowa,P001001,1130
1932790,Greenfield,Iowa,P001001,1982
1932925,Green Mountain,Iowa,P001001,126
1932970,Greenville,Iowa,P001001,75
1933060,Grimes,Iowa,P001001,8246
1933105,Grinnell,Iowa,P001001,9218
1933150,Griswold,Iowa,P001001,1036
1933195,Grundy Center,Iowa,P001001,2706
1933240,Gruver,Iowa,P001001,94
1933285,Guernsey,Iowa,P001001,63
1933420,Guthrie Center,Iowa,P001001,1569
1933465,Guttenberg,Iowa,P001001,1919
1933645,Halbur,Iowa,P001001,246
1933780,Hamburg,Iowa,P001001,1187
1933870,Hamilton,Iowa,P001001,130
1933960,Hampton,Iowa,P001001,4461
1934005,Hancock,Iowa,P001001,196
1934185,Hanlontown,Iowa,P001001,226
1934365,Hansell,Iowa,P001001,98
1934410,Harcourt,Iowa,P001001,303
1934455,Hardy,Iowa,P001001,47
1934500,Harlan,Iowa,P001001,5106
1934545,Harper,Iowa,P001001,114
1934590,Harpers Ferry,Iowa,P001001,328
1934635,Harris,Iowa,P001001,170
1934680,Hartford,Iowa,P001001,771
1934725,Hartley,Iowa,P001001,1672
1934770,Hartwick,Iowa,P001001,86
1934860,Harvey,Iowa,P001001,235
1934995,Hastings,Iowa,P001001,152
1935130,Havelock,Iowa,P001001,138
1935220,Haverhill,Iowa,P001001,173
1935265,Hawarden,Iowa,P001001,2546
1935310,Hawkeye,Iowa,P001001,449
1935445,Hayesville,Iowa,P001001,50
1935490,Hayfield,Iowa,P001001,43
1935580,Hazleton,Iowa,P001001,823
1935670,Hedrick,Iowa,P001001,764
1935715,Henderson,Iowa,P001001,185
1935760,Hepburn,Iowa,P001001,23
1935940,Hiawatha,Iowa,P001001,7024
1936030,High Amana,Iowa,P001001,115
1936345,Hills,Iowa,P001001,703
1936390,Hillsboro,Iowa,P001001,180
1936480,Hinton,Iowa,P001001,928
1936660,Holiday Lake,Iowa,P001001,433
1936705,Holland,Iowa,P001001,282
1936840,Holstein,Iowa,P001001,1396
1936885,Holy Cross,Iowa,P001001,374
1936975,Homestead,Iowa,P001001,148
1937155,Hopkinton,Iowa,P001001,628
1937200,Hornick,Iowa,P001001,225
1937290,Hospers,Iowa,P001001,698
1937335,Houghton,Iowa,P001001,146
1937425,Hubbard,Iowa,P001001,845
1937470,Hudson,Iowa,P001001,2282
1937515,Hull,Iowa,P001001,2175
1937560,Humboldt,Iowa,P001001,4690
1937605,Humeston,Iowa,P001001,494
1937875,Hutchins,Iowa,P001001,28
1937920,Huxley,Iowa,P001001,3317
1938010,Ida Grove,Iowa,P001001,2142
1938055,Imogene,Iowa,P001001,72
1938100,Independence,Iowa,P001001,5966
1938280,Indianola,Iowa,P001001,14782
1938415,Inwood,Iowa,P001001,814
1938460,Ionia,Iowa,P001001,291
1938595,Iowa City,Iowa,P001001,67862
1938640,Iowa Falls,Iowa,P001001,5238
1938820,Ireton,Iowa,P001001,609
1938955,Irvington,Iowa,P001001,38
1939000,Irwin,Iowa,P001001,341
1939135,Jackson Junction,Iowa,P001001,58
1939180,Jacksonville,Iowa,P001001,30
1939225,Jamaica,Iowa,P001001,224
1939405,Janesville,Iowa,P001001,930
1939450,Jefferson,Iowa,P001001,4345
1939585,Jesup,Iowa,P001001,2520
1939675,Jewell Junction,Iowa,P001001,1215
1939765,Johnston,Iowa,P001001,17278
1939855,Joice,Iowa,P001001,222
1939900,Jolley,Iowa,P001001,41
1940170,Kalona,Iowa,P001001,2363
1940215,Kamrar,Iowa,P001001,199
1940260,Kanawha,Iowa,P001001,652
1940350,Kellerton,Iowa,P001001,315
1940395,Kelley,Iowa,P001001,309
1940440,Kellogg,Iowa,P001001,599
1940665,Kensett,Iowa,P001001,266
1940710,Kent,Iowa,P001001,61
1940845,Keokuk,Iowa,P001001,10780
1940890,Keomah Village,Iowa,P001001,84
1940935,Keosauqua,Iowa,P001001,1006
1940980,Keota,Iowa,P001001,1009
1941070,Keswick,Iowa,P001001,246
1941115,Keystone,Iowa,P001001,622
1941295,Kimballton,Iowa,P001001,322
1941385,Kingsley,Iowa,P001001,1411
1941475,Kinross,Iowa,P001001,73
1941520,Kirkman,Iowa,P001001,64
1941565,Kirkville,Iowa,P001001,167
1941610,Kiron,Iowa,P001001,279
1941655,Klemme,Iowa,P001001,507
1941790,Knierim,Iowa,P001001,60
1942015,Knoxville,Iowa,P001001,7313
1942285,Lacona,Iowa,P001001,361
1942330,Ladora,Iowa,P001001,283
1942465,Lake City,Iowa,P001001,1727
1942555,Lake Mills,Iowa,P001001,2100
1942575,Lake Panorama,Iowa,P001001,1309
1942600,Lake Park,Iowa,P001001,1105
1942645,Lakeside,Iowa,P001001,596
1942690,Lake View,Iowa,P001001,1142
1942825,Lakota,Iowa,P001001,255
1942870,Lambs Grove,Iowa,P001001,172
1942960,Lamoni,Iowa,P001001,2324
1943005,Lamont,Iowa,P001001,461
1943050,La Motte,Iowa,P001001,260
1943140,Lanesboro,Iowa,P001001,121
1943275,Lansing,Iowa,P001001,999
1943365,La Porte City,Iowa,P001001,2285
1943410,Larchwood,Iowa,P001001,866
1943500,Larrabee,Iowa,P001001,132
1943590,Latimer,Iowa,P001001,507
1943680,Laurel,Iowa,P001001,239
1943725,Laurens,Iowa,P001001,1258
1943815,Lawler,Iowa,P001001,439
1943905,Lawton,Iowa,P001001,908
1943950,Leando,Iowa,P001001,115
1944085,Le Claire,Iowa,P001001,3765
1944130,Ledyard,Iowa,P001001,130
1944220,Le Grand,Iowa,P001001,938
1944265,Lehigh,Iowa,P001001,416
1944310,Leighton,Iowa,P001001,162
1944355,Leland,Iowa,P001001,289
1944400,Le Mars,Iowa,P001001,9826
1944490,Lenox,Iowa,P001001,1407
1944535,Leon,Iowa,P001001,1977
1944580,Le Roy,Iowa,P001001,15
1944670,Lester,Iowa,P001001,294
1944715,Letts,Iowa,P001001,384
1944805,Lewis,Iowa,P001001,433
1944985,Libertyville,Iowa,P001001,315
1945030,Lidderdale,Iowa,P001001,180
1945165,Lime Springs,Iowa,P001001,505
1945255,Lincoln,Iowa,P001001,162
1945390,Linden,Iowa,P001001,199
1945435,Lineville,Iowa,P001001,217
1945480,Linn Grove,Iowa,P001001,154
1945615,Lisbon,Iowa,P001001,2152
1945660,Liscomb,Iowa,P001001,301
1945705,Little Cedar,Iowa,P001001,60
1945795,Little Rock,Iowa,P001001,459
1945840,Little Sioux,Iowa,P001001,170
1945975,Livermore,Iowa,P001001,384
1946065,Lockridge,Iowa,P001001,268
1946155,Logan,Iowa,P001001,1534
1946245,Lohrville,Iowa,P001001,368
1946290,Lone Rock,Iowa,P001001,146
1946335,Lone Tree,Iowa,P001001,1300
1946425,Long Grove,Iowa,P001001,808
1946515,Lorimor,Iowa,P001001,360
1946605,Lost Nation,Iowa,P001001,446
1946785,Loveland,Iowa,P001001,35
1946830,Lovilia,Iowa,P001001,538
1946920,Lowden,Iowa,P001001,789
1947010,Low Moor,Iowa,P001001,288
1947055,Luana,Iowa,P001001,269
1947100,Lucas,Iowa,P001001,216
1947280,Luther,Iowa,P001001,122
1947370,Lu Verne,Iowa,P001001,261
1947460,Luxemburg,Iowa,P001001,240
1947505,Luzerne,Iowa,P001001,96
1947595,Lynnville,Iowa,P001001,379
1947730,Lytton,Iowa,P001001,315
1947775,McCallsburg,Iowa,P001001,333
1947820,McCausland,Iowa,P001001,291
1947865,McClelland,Iowa,P001001,151
1947955,Macedonia,Iowa,P001001,246
1948000,McGregor,Iowa,P001001,871
1948045,McIntire,Iowa,P001001,122
1948180,Macksburg,Iowa,P001001,113
1948450,Madrid,Iowa,P001001,2543
1948495,Magnolia,Iowa,P001001,183
1948500,Maharishi Vedic City,Iowa,P001001,259
1948540,Malcom,Iowa,P001001,287
1948585,Mallard,Iowa,P001001,274
1948675,Maloy,Iowa,P001001,29
1948720,Malvern,Iowa,P001001,1142
1948810,Manchester,Iowa,P001001,5179
1948855,Manilla,Iowa,P001001,776
1948900,Manly,Iowa,P001001,1323
1948945,Manning,Iowa,P001001,1500
1948990,Manson,Iowa,P001001,1690
1949170,Mapleton,Iowa,P001001,1224
1949215,Maquoketa,Iowa,P001001,6141
1949260,Marathon,Iowa,P001001,237
1949305,Marble Rock,Iowa,P001001,307
1949350,Marcus,Iowa,P001001,1117
1949395,Marengo,Iowa,P001001,2528
1949485,Marion,Iowa,P001001,34768
1949575,Marne,Iowa,P001001,120
1949620,Marquette,Iowa,P001001,375
1949755,Marshalltown,Iowa,P001001,27552
1949845,Martelle,Iowa,P001001,255
1949890,Martensdale,Iowa,P001001,465
1949935,Martinsburg,Iowa,P001001,112
1950070,Marysville,Iowa,P001001,66
1950160,Mason City,Iowa,P001001,28079
1950205,Masonville,Iowa,P001001,127
1950250,Massena,Iowa,P001001,355
1950385,Matlock,Iowa,P001001,87
1950430,Maurice,Iowa,P001001,275
1950520,Maxwell,Iowa,P001001,920
1950610,Maynard,Iowa,P001001,518
1950655,Maysville,Iowa,P001001,176
1950700,Mechanicsville,Iowa,P001001,1146
1950790,Mediapolis,Iowa,P001001,1560
1950880,Melbourne,Iowa,P001001,830
1950935,Melcher-Dallas,Iowa,P001001,1288
1950970,Melrose,Iowa,P001001,112
1951060,Melvin,Iowa,P001001,214
1951105,Menlo,Iowa,P001001,353
1951150,Meriden,Iowa,P001001,159
1951375,Merrill,Iowa,P001001,755
1951420,Meservey,Iowa,P001001,256
1951510,Meyer,Iowa,P001001,31
1951600,Middle Amana,Iowa,P001001,581
1951735,Middletown,Iowa,P001001,318
1952050,Miles,Iowa,P001001,445
1952095,Milford,Iowa,P001001,2898
1952140,Miller,Iowa,P001001,60
1952230,Millersburg,Iowa,P001001,159
1952275,Millerton,Iowa,P001001,45
1952410,Millville,Iowa,P001001,30
1952455,Milo,Iowa,P001001,775
1952500,Milton,Iowa,P001001,443
1952545,Minburn,Iowa,P001001,365
1952590,Minden,Iowa,P001001,599
1952635,Mineola,Iowa,P001001,166
1952815,Mingo,Iowa,P001001,302
1952860,Missouri Valley,Iowa,P001001,2838
1952905,Mitchell,Iowa,P001001,138
1952950,Mitchellville,Iowa,P001001,2254
1952995,Modale,Iowa,P001001,283
1953085,Mona,Iowa,P001001,34
1953175,Mondamin,Iowa,P001001,402
1953265,Monmouth,Iowa,P001001,153
1953310,Monona,Iowa,P001001,1549
1953355,Monroe,Iowa,P001001,1830
1953490,Montezuma,Iowa,P001001,1462
1953625,Monticello,Iowa,P001001,3796
1953670,Montour,Iowa,P001001,249
1953760,Montrose,Iowa,P001001,898
1953850,Moorhead,Iowa,P001001,226
1953895,Moorland,Iowa,P001001,169
1953985,Moravia,Iowa,P001001,665
1954030,Morley,Iowa,P001001,115
1954120,Morning Sun,Iowa,P001001,836
1954165,Morrison,Iowa,P001001,94
1954390,Moulton,Iowa,P001001,605
1954435,Mount Auburn,Iowa,P001001,150
1954480,Mount Ayr,Iowa,P001001,1691
1954705,Mount Pleasant,Iowa,P001001,8668
1954750,Mount Sterling,Iowa,P001001,36
1954795,Mount Union,Iowa,P001001,107
1954840,Mount Vernon,Iowa,P001001,4506
1954930,Moville,Iowa,P001001,1618
1955065,Murray,Iowa,P001001,756
1955110,Muscatine,Iowa,P001001,22886
1955200,Mystic,Iowa,P001001,425
1955335,Nashua,Iowa,P001001,1663
1955515,Nemaha,Iowa,P001001,85
1955560,Neola,Iowa,P001001,842
1955695,Nevada,Iowa,P001001,6798
1955785,New Albin,Iowa,P001001,522
1955965,Newell,Iowa,P001001,876
1956055,Newhall,Iowa,P001001,875
1956100,New Hampton,Iowa,P001001,3571
1956145,New Hartford,Iowa,P001001,516
1956190,New Haven,Iowa,P001001,91
1956280,New Liberty,Iowa,P001001,137
1956325,New London,Iowa,P001001,1897
1956370,New Market,Iowa,P001001,415
1956415,New Providence,Iowa,P001001,228
1956460,New Sharon,Iowa,P001001,1293
1956505,Newton,Iowa,P001001,15254
1956550,New Vienna,Iowa,P001001,407
1956595,New Virginia,Iowa,P001001,489
1956685,Nichols,Iowa,P001001,374
1956865,Nodaway,Iowa,P001001,114
1956910,Nora Springs,Iowa,P001001,1431
1957045,Northboro,Iowa,P001001,58
1957135,North Buena Vista,Iowa,P001001,121
1957225,North English,Iowa,P001001,1041
1957360,North Liberty,Iowa,P001001,13374
1957495,North Washington,Iowa,P001001,117
1957630,Northwood,Iowa,P001001,1989
1957675,Norwalk,Iowa,P001001,8945
1957720,Norway,Iowa,P001001,545
1957945,Numa,Iowa,P001001,92
1958080,Oakland,Iowa,P001001,1527
1958170,Oakland Acres,Iowa,P001001,156
1958395,Oakville,Iowa,P001001,173
1958530,Ocheyedan,Iowa,P001001,490
1958575,Odebolt,Iowa,P001001,1013
1958620,Oelwein,Iowa,P001001,6415
1958665,Ogden,Iowa,P001001,2044
1958710,Okoboji,Iowa,P001001,807
1958890,Olds,Iowa,P001001,229
1958980,Olin,Iowa,P001001,698
1959070,Ollie,Iowa,P001001,215
1959115,Onawa,Iowa,P001001,2998
1959250,Onslow,Iowa,P001001,197
1959475,Orange City,Iowa,P001001,6004
1959520,Orchard,Iowa,P001001,71
1959565,Orient,Iowa,P001001,408
1959655,Orleans,Iowa,P001001,608
1959745,Osage,Iowa,P001001,3619
1959835,Osceola,Iowa,P001001,4929
1959925,Oskaloosa,Iowa,P001001,11463
1959970,Ossian,Iowa,P001001,845
1960015,Osterdock,Iowa,P001001,59
1960105,Otho,Iowa,P001001,542
1960240,Oto,Iowa,P001001,108
1960285,Otranto,Iowa,P001001,27
1960420,Ottosen,Iowa,P001001,55
1960465,Ottumwa,Iowa,P001001,25023
1960555,Owasa,Iowa,P001001,43
1960645,Oxford,Iowa,P001001,807
1960690,Oxford Junction,Iowa,P001001,496
1960780,Oyens,Iowa,P001001,103
1960825,Pacific Junction,Iowa,P001001,471
1960915,Packwood,Iowa,P001001,204
1961050,Palmer,Iowa,P001001,165
1961230,Palo,Iowa,P001001,1026
1961275,Panama,Iowa,P001001,221
1961320,Panora,Iowa,P001001,1124
1961365,Panorama Park,Iowa,P001001,129
1961590,Parkersburg,Iowa,P001001,1870
1961725,Park View,Iowa,P001001,2389
1961770,Parnell,Iowa,P001001,193
1961815,Paton,Iowa,P001001,236
1961860,Patterson,Iowa,P001001,130
1961905,Paullina,Iowa,P001001,1056
1962040,Pella,Iowa,P001001,10352
1962130,Peosta,Iowa,P001001,1377
1962175,Percival,Iowa,P001001,87
1962355,Perry,Iowa,P001001,7702
1962445,Persia,Iowa,P001001,319
1962625,Peterson,Iowa,P001001,334
1962760,Pierson,Iowa,P001001,366
1962850,Pilot Mound,Iowa,P001001,173
1962985,Pioneer,Iowa,P001001,23
1963075,Pisgah,Iowa,P001001,251
1963210,Plainfield,Iowa,P001001,436
1963345,Plano,Iowa,P001001,70
1963525,Pleasant Hill,Iowa,P001001,8785
1963570,Pleasanton,Iowa,P001001,49
1963615,Pleasant Plain,Iowa,P001001,93
1963750,Pleasantville,Iowa,P001001,1694
1963840,Plover,Iowa,P001001,77
1963885,Plymouth,Iowa,P001001,382
1963975,Pocahontas,Iowa,P001001,1789
1964020,Polk City,Iowa,P001001,3418
1964065,Pomeroy,Iowa,P001001,662
1964110,Popejoy,Iowa,P001001,79
1964155,Portland,Iowa,P001001,35
1964200,Portsmouth,Iowa,P001001,195
1964290,Postville,Iowa,P001001,2227
1964425,Prairieburg,Iowa,P001001,178
1964470,Prairie City,Iowa,P001001,1680
1964560,Prescott,Iowa,P001001,257
1964605,Preston,Iowa,P001001,1012
1964650,Primghar,Iowa,P001001,909
1964740,Princeton,Iowa,P001001,886
1964875,Promise City,Iowa,P001001,111
1965010,Protivin,Iowa,P001001,283
1965055,Pulaski,Iowa,P001001,260
1965235,Quasqueton,Iowa,P001001,554
1965280,Quimby,Iowa,P001001,319
1965370,Radcliffe,Iowa,P001001,545
1965415,Rake,Iowa,P001001,225
1965505,Ralston,Iowa,P001001,79
1965550,Randalia,Iowa,P001001,68
1965595,Randall,Iowa,P001001,173
1965640,Randolph,Iowa,P001001,168
1965730,Rathbun,Iowa,P001001,89
1965820,Raymond,Iowa,P001001,788
1965910,Readlyn,Iowa,P001001,808
1965955,Reasnor,Iowa,P001001,152
1966000,Redding,Iowa,P001001,82
1966045,Redfield,Iowa,P001001,835
1966135,Red Oak,Iowa,P001001,5742
1966315,Reinbeck,Iowa,P001001,1664
1966360,Rembrandt,Iowa,P001001,203
1966405,Remsen,Iowa,P001001,1663
1966450,Renwick,Iowa,P001001,242
1966540,Rhodes,Iowa,P001001,305
1966585,Riceville,Iowa,P001001,785
1966720,Richland,Iowa,P001001,584
1966810,Rickardsville,Iowa,P001001,182
1966855,Ricketts,Iowa,P001001,145
1967035,Ridgeway,Iowa,P001001,315
1967125,Rinard,Iowa,P001001,52
1967170,Ringsted,Iowa,P001001,422
1967215,Rippey,Iowa,P001001,292
1967350,Riverdale,Iowa,P001001,405
1967440,Riverside,Iowa,P001001,993
1967530,River Sioux,Iowa,P001001,59
1967575,Riverton,Iowa,P001001,304
1967800,Robins,Iowa,P001001,3142
1967890,Rochester,Iowa,P001001,133
1968025,Rock Falls,Iowa,P001001,155
1968070,Rockford,Iowa,P001001,860
1968160,Rock Rapids,Iowa,P001001,2549
1968205,Rock Valley,Iowa,P001001,3354
1968250,Rockwell,Iowa,P001001,1039
1968295,Rockwell City,Iowa,P001001,1709
