Real Property Class,Year of Year,County Name,Municipality,Re Class Name2,Assessed Value
Residential,2005,OCONTO,42016 GILLETT (T),Residential,33847100
Residential,2005,OCONTO,42018 HOW (T),Residential,13336600
Residential,2005,OCONTO,42019 LAKEWOOD (T),Residential,182573100
Residential,2005,OCONTO,42020 LENA (T),Residential,17320500
Residential,2005,OCONTO,42022 LITTLE RIVER (T),Residential,30438300
Residential,2005,OCONTO,42024 LITTLE SUAMICO (T),Residential,263676000
Residential,2005,OCONTO,42026 MAPLE VALLEY (T),Residential,21316700
Residential,2005,OCONTO,42028 MORGAN (T),Residential,38666400
Residential,2005,OCONTO,42029 MOUNTAIN (T),Residential,90592500
Residential,2005,OCONTO,42030 OCONTO (T),Residential,56638100
Residential,2005,OCONTO,42032 OCONTO FALLS (T),Residential,53175300
Residential,2005,OCONTO,42034 PENSAUKEE (T),Residential,67705500
Residential,2005,OCONTO,42036 RIVERVIEW (T),Residential,152515600
Residential,2005,OCONTO,42038 SPRUCE (T),Residential,70486100
Residential,2005,OCONTO,42040 STILES (T),Residential,66687400
Residential,2005,OCONTO,42042 TOWNSEND (T),Residential,243397800
Residential,2005,OCONTO,42044 UNDERHILL (T),Residential,35372200
Residential,2005,ONEIDA,43002 CASSIAN (T),Residential,147314300
Residential,2007,DODGE,14136 HUSTISFORD (V),Residential,48642300
Residential,2007,CALUMET,08179 SHERWOOD (V),Residential,206404400
Residential,2007,CALUMET,08160 POTTER (V),Residential,10087900
Residential,2007,CHIPPEWA,09128 LAKE HALLIE (V),Residential,242450300
Residential,2007,DODGE,14141 IRON RIDGE (V),Residential,39216400
Residential,2007,DOOR,15181 SISTER BAY (V),Residential,243198800
Residential,2007,COLUMBIA,11191 WYOCENA (V),Residential,33052900
Residential,2007,CRAWFORD,12131 GAYS MILLS (V),Residential,12761600
Residential,2007,CHIPPEWA,09106 BOYD (V),Residential,19757500
Residential,2007,CLARK,10116 DORCHESTER (V),Residential,20639200
Residential,2007,CRAWFORD,12121 EASTMAN (V),Residential,7988952
Residential,2007,CRAWFORD,12182 STEUBEN (V),Residential,1553800
Residential,2007,CRAWFORD,12116 DE SOTO (V),Residential,2762500
Residential,2007,DANE,13106 BELLEVILLE (V),Residential,109843200
Residential,2007,DANE,13165 OREGON (V),Residential,533887200
Residential,2007,DANE,13181 SHOREWOOD HILLS (V),Residential,385461547
Residential,2007,BARRON,03186 TURTLE LAKE (V),Residential,27458200
Residential,2007,DANE,13157 MOUNT HOREB (V),Residential,475705000
Residential,2007,BARRON,03171 PRAIRIE FARM (V),Residential,15049700
Residential,2007,BROWN,05178 SUAMICO (V),Residential,766571200
Residential,2007,BROWN,05136 HOWARD (V),Residential,909967300
Residential,2007,BROWN,05171 PULASKI (V),Residential,113821900
Residential,2007,CLARK,10111 CURTISS (V),Residential,3473200
Residential,2007,COLUMBIA,11101 ARLINGTON (V),Residential,45867350
Residential,2007,COLUMBIA,11111 CAMBRIA (V),Residential,21484900
Residential,2007,CRAWFORD,12106 BELL CENTER (V),Residential,1998600
Residential,2007,DODGE,14106 BROWNSVILLE (V),Residential,32386300
Residential,2007,CALUMET,08136 HILBERT (V),Residential,34807800
Residential,2007,CHIPPEWA,09111 CADOTT (V),Residential,48086400
Residential,2007,CLARK,10131 GRANTON (V),Residential,9921300
Residential,2007,CRAWFORD,12126 FERRYVILLE (V),Residential,15973500
Residential,2007,DODGE,14111 CLYMAN (V),Residential,11724800
Residential,2007,DODGE,14186 THERESA (V),Residential,46006000
Residential,2008,DANE,13157 MOUNT HOREB (V),Residential,484155800
Residential,2008,CLARK,10191 WITHEE (V),Residential,12104600
Residential,2008,CALUMET,08181 STOCKBRIDGE (V),Residential,57801000
Residential,2008,CHIPPEWA,09161 NEW AUBURN (V),Residential,14712600
Residential,2008,CRAWFORD,12181 SOLDIERS GROVE (V),Residential,14603400
Residential,2008,DODGE,14143 KEKOSKEE (V),Residential,9347600
Residential,2008,DOOR,15181 SISTER BAY (V),Residential,342292000
Residential,2008,DOOR,15127 FORESTVILLE (V),Residential,17903300
Residential,2008,BUFFALO,06154 NELSON (V),Residential,13898600
Residential,2008,CRAWFORD,12182 STEUBEN (V),Residential,2658200
Residential,2008,CRAWFORD,12131 GAYS MILLS (V),Residential,11974000
Residential,2005,CHIPPEWA,09281 STANLEY (C),Residential,43407400
Residential,2005,FOREST,21211 CRANDON (C),Residential,60842150
Residential,2005,KEWAUNEE,31241 KEWAUNEE (C),Residential,87655400
Residential,2005,LINCOLN,35286 TOMAHAWK (C),Residential,125209800
Residential,2005,CLARK,10261 NEILLSVILLE (C),Residential,60479900
Residential,2005,GREEN LAKE,24251 MARKESAN (C),Residential,36153900
Residential,2005,LINCOLN,35251 MERRILL (C),Residential,251346700
Residential,2005,LA CROSSE,32265 ONALASKA (C),Residential,813844500
Residential,2005,CLARK,10265 OWEN (C),Residential,15726800
Residential,2005,GREEN,23251 MONROE (C),Residential,345190300
Residential,2005,ASHLAND,02251 MELLEN (C),Residential,12419400
Residential,2005,KEWAUNEE,31201 ALGOMA (C),Residential,93129000
Residential,2005,ASHLAND,02201 ASHLAND (C),Residential,236930500
Residential,2005,CRAWFORD,12271 PRAIRIE DU CHIEN (C),Residential,152091600
Residential,2005,GREEN LAKE,24271 PRINCETON (C),Residential,40976600
Residential,2005,LA CROSSE,32246 LA CROSSE (C),Residential,1413788200
Residential,2005,LAFAYETTE,33211 CUBA CITY (C),Residential,9855000
Residential,2005,DODGE,14241 JUNEAU (C),Residential,74763800
Residential,2005,IOWA,25251 MINERAL POINT (C),Residential,103137100
Residential,2006,CHIPPEWA,09211 CHIPPEWA FALLS (C),Residential,414748800
Residential,2006,CLARK,10246 LOYAL (C),Residential,29584000
Residential,2006,CLARK,10231 GREENWOOD (C),Residential,26198000
Residential,2006,JUNEAU,29221 ELROY (C),Residential,30741800
Residential,2006,GREEN LAKE,24271 PRINCETON (C),Residential,41266300
Residential,2006,EAU CLAIRE,18221 EAU CLAIRE (C),Residential,2286275000
Residential,2006,BAYFIELD,04201 ASHLAND (C),Residential,0
Residential,2006,GREEN LAKE,24251 MARKESAN (C),Residential,36383050
Residential,2006,GREEN LAKE,24231 GREEN LAKE (C),Residential,118698900
Residential,2006,CHIPPEWA,09281 STANLEY (C),Residential,43946800
Residential,2006,CHIPPEWA,09213 CORNELL (C),Residential,42471400
Residential,2006,MARATHON,37281 SCHOFIELD (C),Residential,72742700
Residential,2006,EAU CLAIRE,18202 AUGUSTA (C),Residential,34159200
Residential,2006,JUNEAU,29251 MAUSTON (C),Residential,94734825
Residential,2006,CHIPPEWA,09221 EAU CLAIRE (C),Residential,73598200
Residential,2006,DODGE,14236 HORICON (C),Residential,130619300
Residential,2006,KEWAUNEE,31201 ALGOMA (C),Residential,124477400
Residential,2006,MANITOWOC,36241 KIEL (C),Residential,133864800
Residential,2006,FOREST,21211 CRANDON (C),Residential,62262650
Residential,2006,CLARK,10261 NEILLSVILLE (C),Residential,61750200
Residential,2006,LINCOLN,35251 MERRILL (C),Residential,253679100
Residential,2006,CLARK,10265 OWEN (C),Residential,15815700
Residential,2006,CRAWFORD,12271 PRAIRIE DU CHIEN (C),Residential,152117340
Residential,2006,KEWAUNEE,31241 KEWAUNEE (C),Residential,129958200
Residential,2006,LA CROSSE,32265 ONALASKA (C),Residential,846023600
Residential,2006,IOWA,25251 MINERAL POINT (C),Residential,104775400
Residential,2006,ASHLAND,02251 MELLEN (C),Residential,12873300
Residential,2006,ASHLAND,02201 ASHLAND (C),Residential,239326200
Residential,2006,GREEN,23206 BRODHEAD (C),Residential,98028300
Residential,2006,GREEN,23251 MONROE (C),Residential,350767000
Residential,2006,LA CROSSE,32246 LA CROSSE (C),Residential,1518568900
Residential,2006,LAFAYETTE,33211 CUBA CITY (C),Residential,10099200
Residential,2006,DODGE,14241 JUNEAU (C),Residential,76977200
Residential,2006,LINCOLN,35286 TOMAHAWK (C),Residential,127034100
Residential,2007,EAU CLAIRE,18221 EAU CLAIRE (C),Residential,2557621500
Residential,2007,GREEN LAKE,24271 PRINCETON (C),Residential,41694600
Residential,2007,CHIPPEWA,09213 CORNELL (C),Residential,43332900
Residential,2007,GREEN,23206 BRODHEAD (C),Residential,98415450
Residential,2007,CLARK,10211 COLBY (C),Residential,33837100
Residential,2007,FOREST,21211 CRANDON (C),Residential,64579850
Residential,2007,LINCOLN,35286 TOMAHAWK (C),Residential,130433300
Residential,2007,BAYFIELD,04201 ASHLAND (C),Residential,0
Residential,2007,CHIPPEWA,09206 BLOOMER (C),Residential,156776900
Residential,2007,EAU CLAIRE,18202 AUGUSTA (C),Residential,34523900
Residential,2007,CHIPPEWA,09211 CHIPPEWA FALLS (C),Residential,420682600
Residential,2007,EAU CLAIRE,18201 ALTOONA (C),Residential,272762400
Residential,2007,DODGE,14241 JUNEAU (C),Residential,78473400
Residential,2007,IOWA,25216 DODGEVILLE (C),Residential,209437900
Residential,2007,CHIPPEWA,09221 EAU CLAIRE (C),Residential,82276300
Residential,2007,CLARK,10246 LOYAL (C),Residential,29767500
Residential,2007,CLARK,10261 NEILLSVILLE (C),Residential,62140800
Residential,2007,KEWAUNEE,31201 ALGOMA (C),Residential,126291400
Residential,2007,ASHLAND,02251 MELLEN (C),Residential,13068000
Residential,2007,CLARK,10231 GREENWOOD (C),Residential,26556900
Residential,2007,CRAWFORD,12271 PRAIRIE DU CHIEN (C),Residential,152659440
Residential,2007,IOWA,25251 MINERAL POINT (C),Residential,106536500
Residential,2007,MARATHON,37251 MOSINEE (C),Residential,160134900
Residential,2007,JUNEAU,29221 ELROY (C),Residential,31318300
Residential,2007,CHIPPEWA,09281 STANLEY (C),Residential,62000300
Residential,2007,KEWAUNEE,31241 KEWAUNEE (C),Residential,130824300
Residential,2008,CHIPPEWA,09213 CORNELL (C),Residential,43910400
Residential,2008,EAU CLAIRE,18201 ALTOONA (C),Residential,280188800
Residential,2008,GRANT,22271 PLATTEVILLE (C),Residential,253548700
Residential,2008,LINCOLN,35286 TOMAHAWK (C),Residential,131270100
Residential,2008,GREEN LAKE,24271 PRINCETON (C),Residential,41901200
Residential,2008,CHIPPEWA,09211 CHIPPEWA FALLS (C),Residential,424701600
Residential,2008,GREEN,23206 BRODHEAD (C),Residential,98390450
Residential,2008,BAYFIELD,04201 ASHLAND (C),Residential,0
Residential,2012,DUNN,17006 EAU GALLE (T),Residential,45084000
Residential,2013,DUNN,17006 EAU GALLE (T),Residential,42619300
Residential,2015,OCONTO,42032 OCONTO FALLS (T),Residential,72537400
Residential,2003,DUNN,17121 ELK MOUND (V),Residential,17659300
Residential,2003,IOWA,25102 AVOCA (V),Residential,13739800
Residential,2003,IOWA,25136 HIGHLAND (V),Residential,19455600
Residential,2003,IOWA,25153 MUSCODA (V),Residential,40000
Residential,2003,JEFFERSON,28111 CAMBRIDGE (V),Residential,3447000
Residential,2003,MARATHON,37102 ATHENS (V),Residential,29586400
Residential,2003,MARATHON,37151 MARATHON (V),Residential,52566200
Residential,2003,MARINETTE,38171 POUND (V),Residential,7717700
Residential,2003,MARINETTE,38191 WAUSAUKEE (V),Residential,11194300
Residential,2003,MARQUETTE,39121 ENDEAVOR (V),Residential,10942800
Residential,2003,MARQUETTE,39161 NESHKORO (V),Residential,12176700
Residential,2003,MARQUETTE,39165 OXFORD (V),Residential,12248700
Residential,2003,MARQUETTE,39191 WESTFIELD (V),Residential,32758700
Residential,2003,MILWAUKEE,40106 BAYSIDE (V),Residential,470350000
Residential,2003,MILWAUKEE,40107 BROWN DEER (V),Residential,424570650
Residential,2003,MILWAUKEE,40126 FOX POINT (V),Residential,836789900
Residential,2003,MILWAUKEE,40131 GREENDALE (V),Residential,768765200
Residential,2003,MILWAUKEE,40136 HALES CORNERS (V),Residential,352453300
Residential,2003,MILWAUKEE,40176 RIVER HILLS (V),Residential,298302150
Residential,2003,MILWAUKEE,40181 SHOREWOOD (V),Residential,782257600
Residential,2003,MILWAUKEE,40191 WEST MILWAUKEE (V),Residential,85385900
Residential,2003,MILWAUKEE,40192 WHITEFISH BAY (V),Residential,1280079900
Residential,2003,MONROE,41111 CASHTON (V),Residential,22817100
Residential,2003,MONROE,41141 KENDALL (V),Residential,10438200
Residential,2003,MONROE,41151 MELVINA (V),Residential,914800
Residential,2003,MONROE,41161 NORWALK (V),Residential,7771900
Residential,2003,MONROE,41165 OAKDALE (V),Residential,5320500
Residential,2003,MONROE,41185 WARRENS (V),Residential,5198600
Residential,2003,MONROE,41191 WILTON (V),Residential,8953700
Residential,2003,MONROE,41192 WYEVILLE (V),Residential,2524600
Residential,2003,OCONTO,42146 LENA (V),Residential,12350900
Residential,2003,OCONTO,42171 PULASKI (V),Residential,0
Residential,2003,OCONTO,42181 SURING (V),Residential,10345600
Residential,2003,OUTAGAMIE,44106 BEAR CREEK (V),Residential,5496400
Residential,2003,OUTAGAMIE,44107 BLACK CREEK (V),Residential,36266400
Residential,2003,OUTAGAMIE,44111 COMBINED LOCKS (V),Residential,120263100
Residential,2003,OUTAGAMIE,44136 HORTONVILLE (V),Residential,75223100
Residential,2003,OUTAGAMIE,44137 HOWARD (V),Residential,0
Residential,2003,OUTAGAMIE,44141 KIMBERLY (V),Residential,213667200
Residential,2003,OUTAGAMIE,44146 LITTLE CHUTE (V),Residential,312597500
Residential,2003,OUTAGAMIE,44155 NICHOLS (V),Residential,4575700
Residential,2003,OUTAGAMIE,44181 SHIOCTON (V),Residential,25127100
Residential,2003,OUTAGAMIE,44191 WRIGHTSTOWN (V),Residential,3567400
Residential,2003,OZAUKEE,45105 BAYSIDE (V),Residential,23148900
Residential,2003,OZAUKEE,45106 BELGIUM (V),Residential,84970600
Residential,2003,OZAUKEE,45126 FREDONIA (V),Residential,84442900
Residential,2003,OZAUKEE,45131 GRAFTON (V),Residential,612353800
Residential,2003,OZAUKEE,45161 NEWBURG (V),Residential,3421900
Residential,2003,OZAUKEE,45181 SAUKVILLE (V),Residential,166151900
Residential,2003,OZAUKEE,45186 THIENSVILLE (V),Residential,204388900
Residential,2003,PEPIN,46171 PEPIN (V),Residential,25926200
Residential,2003,PEPIN,46181 STOCKHOLM (V),Residential,6773400
Residential,2003,PIERCE,47106 BAY CITY (V),Residential,15725600
Residential,2003,PIERCE,47121 ELLSWORTH (V),Residential,117280600
Residential,2003,PIERCE,47122 ELMWOOD (V),Residential,15644200
Residential,2003,PIERCE,47151 MAIDEN ROCK (V),Residential,7680350
Residential,2003,PIERCE,47171 PLUM CITY (V),Residential,13974030
Residential,2003,PIERCE,47181 SPRING VALLEY (V),Residential,41569600
Residential,2012,DUNN,17034 SPRING BROOK (T),Residential,87056100
Residential,2013,DUNN,17036 STANTON (T),Residential,35353800
Residential,2012,DUNN,17020 OTTER CREEK (T),Residential,21992000
Residential,2013,OCONTO,42028 MORGAN (T),Residential,53661300
Residential,2014,DUNN,17018 NEW HAVEN (T),Residential,18297100
Residential,2007,DODGE,14008 CALAMUS (T),Residential,30124000
Residential,2007,DUNN,17042 WESTON (T),Residential,15433200
Residential,2007,MARATHON,37028 FRANZEN (T),Residential,18772000
Residential,2007,BURNETT,07020 OAKLAND (T),Residential,184726600
Residential,2007,BURNETT,07042 WOOD RIVER (T),Residential,85747200
Residential,2007,DUNN,17036 STANTON (T),Residential,28004900
Residential,2007,JUNEAU,29010 FOUNTAIN (T),Residential,16320500
Residential,2007,LAFAYETTE,33024 NEW DIGGINGS (T),Residential,12192800
Residential,2007,MARATHON,37020 EAU PLEINE (T),Residential,33127200
Residential,2007,MARATHON,37066 RIB FALLS (T),Residential,57834000
Residential,2007,CLARK,10028 LEVIS (T),Residential,15122400
Residential,2007,CLARK,10030 LONGWOOD (T),Residential,16004000
Residential,2007,GRANT,22004 BLOOMINGTON (T),Residential,2469500
Residential,2007,JACKSON,27014 CLEVELAND (T),Residential,14174500
Residential,2007,MANITOWOC,36002 CATO (T),Residential,84344800
Residential,2007,MARATHON,37022 ELDERON (T),Residential,27387200
Residential,2007,BAYFIELD,04036 ORIENTA (T),Residential,17018010
Residential,2007,COLUMBIA,11012 FORT WINNEBAGO (T),Residential,44713200
Residential,2007,DODGE,14004 BEAVER DAM (T),Residential,215829100
Residential,2007,IOWA,25004 BRIGHAM (T),Residential,59230800
Residential,2007,JEFFERSON,28030 WATERLOO (T),Residential,48651400
Residential,2007,BAYFIELD,04050 WASHBURN (T),Residential,27199600
Residential,2007,BURNETT,07022 ROOSEVELT (T),Residential,6740000
Residential,2007,DODGE,14006 BURNETT (T),Residential,42286100
Residential,2007,FOREST,21028 WABENO (T),Residential,58178000
Residential,2007,JEFFERSON,28026 SULLIVAN (T),Residential,113953600
Residential,2007,JEFFERSON,28028 SUMNER (T),Residential,112710800
Residential,2007,MARATHON,37018 EASTON (T),Residential,45549000
Residential,2007,MARATHON,37016 DAY (T),Residential,46891200
Residential,2007,CHIPPEWA,09010 BLOOMER (T),Residential,37986000
Residential,2007,DANE,13006 BLACK EARTH (T),Residential,35066000
Residential,2007,DUNN,17038 TAINTER (T),Residential,208549300
Residential,2007,JUNEAU,29008 FINLEY (T),Residential,5631400
Residential,2007,LA CROSSE,32024 WASHINGTON (T),Residential,13102500
Residential,2007,BAYFIELD,04034 NAMAKAGON (T),Residential,223401000
Residential,2007,CHIPPEWA,09008 BIRCH CREEK (T),Residential,65728900
Residential,2007,CHIPPEWA,09006 AUBURN (T),Residential,20447350
Residential,2007,FLORENCE,19010 FLORENCE (T),Residential,229070800
Residential,2003,DANE,13012 BRISTOL (T),Residential,184407700
Residential,2003,DOUGLAS,16014 HAWTHORNE (T),Residential,40010900
Residential,2003,GRANT,22002 BEETOWN (T),Residential,6529800
Residential,2003,GREEN,23006 BROOKLYN (T),Residential,49526920
Residential,2003,GREEN,23004 ALBANY (T),Residential,25534600
Residential,2003,IRON,26018 SAXON (T),Residential,5237800
Residential,2003,BAYFIELD,04034 NAMAKAGON (T),Residential,117150000
Residential,2003,BUFFALO,06024 MODENA (T),Residential,4434400
Residential,2003,BURNETT,07014 LA FOLLETTE (T),Residential,39430900
Residential,2003,BURNETT,07016 LINCOLN (T),Residential,11271800
Residential,2003,CHIPPEWA,09020 EAGLE POINT (T),Residential,137610300
Residential,2003,DOUGLAS,16012 GORDON (T),Residential,50870863
Residential,2003,IRON,26012 MERCER (T),Residential,139655200
Residential,2003,JUNEAU,29002 ARMENIA (T),Residential,40336900
Residential,2003,MARATHON,37022 ELDERON (T),Residential,18830300
Residential,2003,CALUMET,08002 BRILLION (T),Residential,35414500
Residential,2003,CLARK,10030 LONGWOOD (T),Residential,8876200
Residential,2003,DANE,13008 BLOOMING GROVE (T),Residential,105722300
